age,monthly_income_ksh,loan_amount_ksh,loan_tenure_months,num_dependants,credit_score,num_prev_loans,num_late_payments,mobile_money_score,county,employment_type,education_level,has_collateral,has_insurance,loan_default
48,50923.0,6144,3,1,,4.0,3,69.9,Meru,Self-employed,University,1,1,0
36,46298.0,6567,3,2,538.0,4.0,4,,Nyeri,Formal,Secondary,1,0,0
64,12455.0,6506,6,1,579.0,7.0,4,100.0,Kakamega,Informal,Tertiary,0,0,0
33,6668.0,1000,1,0,633.0,6.0,1,54.3,Machakos,Formal,Secondary,1,0,0
22,35520.0,52323,18,6,486.0,8.0,1,79.2,Mombasa,Formal,Tertiary,1,1,0
52,23992.0,4808,18,6,636.0,3.0,4,50.5,Thika,Self-employed,University,1,1,0
29,6871.0,10894,3,0,300.0,9.0,4,47.0,Nakuru,Informal,Secondary,0,1,0
42,40532.0,1000,1,2,478.0,3.0,2,98.0,Eldoret,Self-employed,University,1,1,0
38,,39032,1,0,457.0,1.0,4,57.8,Eldoret,Self-employed,Tertiary,0,0,0
53,48133.0,26272,1,2,424.0,2.0,1,59.3,Nakuru,Self-employed,University,0,1,0
40,47145.0,58657,12,2,528.0,0.0,4,65.7,Nakuru,Formal,Tertiary,0,0,0
33,105070.0,30429,12,0,588.0,0.0,1,100.0,Nakuru,Informal,Secondary,1,0,0
56,7938.0,7528,3,4,620.0,6.0,0,100.0,Mombasa,Self-employed,Secondary,1,0,0
62,29178.0,5697,1,6,574.0,4.0,4,85.7,Nairobi,Self-employed,Primary,0,0,0
59,136307.0,23927,24,2,483.0,2.0,1,100.0,Mombasa,Self-employed,Tertiary,0,0,0
56,6323.0,9054,1,0,586.0,6.0,3,,Machakos,Formal,University,0,0,1
31,42168.0,16704,18,7,562.0,1.0,2,73.1,Nairobi,Formal,Tertiary,0,0,0
48,30850.0,1000,18,4,643.0,2.0,1,61.5,Thika,Informal,Secondary,0,0,0
22,30906.0,1277,3,6,627.0,0.0,4,24.6,Nakuru,Self-employed,University,0,0,0
52,41868.0,15330,24,2,553.0,7.0,4,69.3,Mombasa,Formal,Tertiary,1,0,0
40,92883.0,16697,1,6,460.0,1.0,0,50.2,Kisumu,Formal,Secondary,0,0,0
46,53407.0,27842,24,4,484.0,6.0,3,90.7,Machakos,Self-employed,Primary,0,1,0
60,5000.0,2830,3,6,495.0,8.0,1,52.1,Thika,Formal,Primary,1,1,1
28,67041.0,14397,18,3,518.0,5.0,3,51.0,Thika,Formal,University,1,0,0
35,8945.0,4324,18,5,576.0,1.0,0,,Nyeri,Formal,University,1,1,0
64,16557.0,1956,12,3,621.0,1.0,2,58.7,Nyeri,Formal,Secondary,0,0,0
29,21679.0,10569,3,4,544.0,8.0,3,83.3,Thika,Informal,Secondary,1,0,0
26,22948.0,3566,3,2,551.0,9.0,0,68.5,Nairobi,Informal,Tertiary,0,0,0
27,19993.0,5014,1,0,564.0,7.0,1,68.8,Kakamega,Formal,University,1,0,0
61,96958.0,7641,1,1,498.0,8.0,2,55.1,Machakos,Formal,Tertiary,1,0,0
34,42848.0,6005,12,0,457.0,3.0,4,70.0,Nyeri,Formal,Tertiary,1,0,0
55,34909.0,1833,6,6,374.0,3.0,0,57.4,Eldoret,Self-employed,Secondary,0,0,0
24,5000.0,1884,24,1,480.0,1.0,4,43.9,Nakuru,Formal,Tertiary,0,0,0
63,81987.0,4294,6,1,597.0,9.0,2,57.9,Machakos,Informal,Secondary,1,1,0
30,84041.0,1037,6,6,479.0,0.0,0,85.8,Thika,Formal,University,1,0,1
57,53028.0,19694,3,6,526.0,9.0,0,70.7,Thika,Formal,Secondary,0,1,0
59,,6774,24,2,596.0,3.0,2,75.4,Kisumu,Formal,University,1,0,1
26,5000.0,6563,3,4,602.0,9.0,1,60.0,Kakamega,Formal,Secondary,0,1,0
44,8931.0,8069,24,7,442.0,9.0,0,21.2,Nakuru,Self-employed,University,0,0,0
19,5000.0,21741,18,0,649.0,7.0,2,35.6,Eldoret,Informal,Secondary,1,1,0
22,,40902,3,4,662.0,1.0,3,54.2,Meru,Self-employed,Secondary,0,1,0
46,89567.0,28466,3,3,437.0,7.0,4,37.3,Nyeri,Formal,Tertiary,0,0,0
54,22357.0,26004,3,2,467.0,0.0,0,49.5,Kisumu,Formal,Primary,1,0,0
55,5000.0,13248,12,2,669.0,0.0,3,48.8,Thika,Formal,University,0,0,0
36,11631.0,23670,3,7,535.0,3.0,0,49.4,Kakamega,Self-employed,Tertiary,0,1,0
25,5000.0,16093,1,3,328.0,6.0,1,88.7,Nairobi,Formal,Tertiary,1,0,0
62,5000.0,4873,1,0,410.0,8.0,2,58.9,Kisumu,Informal,University,1,0,0
18,11290.0,4678,24,5,525.0,,0,78.7,Kakamega,Formal,University,0,0,0
39,11285.0,7030,18,3,433.0,1.0,2,63.3,Machakos,Formal,Tertiary,0,0,0
34,54147.0,48338,12,0,508.0,6.0,0,88.3,Machakos,Unemployed,University,0,0,0
24,128880.0,15855,24,1,553.0,1.0,1,80.4,Mombasa,Informal,Primary,1,1,0
42,16238.0,26478,1,6,696.0,8.0,1,48.2,Kisumu,Self-employed,Primary,0,0,0
62,19605.0,8510,12,2,520.0,8.0,3,99.2,Machakos,Self-employed,Tertiary,1,1,0
21,65204.0,10475,12,0,657.0,2.0,1,50.9,Thika,Informal,Secondary,1,0,0
53,10925.0,2683,18,4,692.0,7.0,2,64.0,Machakos,Formal,Secondary,0,0,0
23,5951.0,3757,12,7,693.0,3.0,1,67.5,Kakamega,Informal,Secondary,0,0,0
48,67127.0,35130,3,6,578.0,,0,69.8,Meru,Formal,Secondary,1,1,0
36,5000.0,17581,12,4,353.0,0.0,1,75.9,Nyeri,Informal,University,0,0,1
61,33837.0,8235,18,6,596.0,4.0,2,44.9,Thika,Informal,Tertiary,0,0,0
56,28893.0,32475,24,2,654.0,3.0,0,74.2,Nakuru,Self-employed,University,1,0,0
44,14858.0,5661,18,3,541.0,0.0,3,71.6,Kakamega,Self-employed,Tertiary,1,0,0
27,13251.0,74621,18,5,724.0,,3,60.0,Meru,Self-employed,Secondary,0,1,1
43,51722.0,8456,1,3,635.0,7.0,3,56.2,Machakos,Formal,Secondary,0,0,0
36,5000.0,8228,3,0,606.0,7.0,0,43.8,Eldoret,Formal,Secondary,1,0,0
56,9457.0,7476,1,7,658.0,7.0,3,69.6,Mombasa,Formal,University,1,0,0
20,46145.0,2604,24,3,583.0,2.0,1,46.8,Meru,Self-employed,Primary,0,0,0
62,27817.0,2356,6,2,300.0,5.0,0,,Machakos,Unemployed,Secondary,0,0,0
30,5000.0,20888,24,7,500.0,6.0,0,58.0,Meru,Formal,University,0,0,0
45,74837.0,41607,3,0,669.0,8.0,0,33.3,Meru,Formal,Tertiary,1,0,0
37,17498.0,31262,12,1,469.0,4.0,4,41.3,Kakamega,Informal,Secondary,0,0,0
45,,3042,18,3,527.0,8.0,2,68.1,Eldoret,Self-employed,Secondary,1,0,0
25,54243.0,15774,6,3,445.0,5.0,4,49.5,Machakos,Informal,University,1,0,0
58,,2231,3,5,728.0,9.0,4,48.8,Eldoret,Formal,University,1,0,0
56,23875.0,1000,1,0,718.0,9.0,4,44.7,Kisumu,Unemployed,Secondary,1,0,0
18,136143.0,21364,18,4,461.0,9.0,2,45.4,Kakamega,Self-employed,Secondary,1,0,0
20,5481.0,15320,24,3,564.0,3.0,4,92.9,Nyeri,Formal,University,0,0,0
30,45204.0,1711,1,2,481.0,0.0,3,37.6,Nyeri,Unemployed,Tertiary,0,1,0
45,7426.0,1000,3,3,611.0,0.0,0,89.5,Meru,Informal,University,1,0,0
42,14451.0,91622,3,5,600.0,9.0,0,53.4,Thika,Informal,Tertiary,0,0,0
50,12921.0,1000,24,1,631.0,4.0,1,46.9,Mombasa,Informal,University,0,0,0
55,102834.0,11758,6,5,583.0,2.0,3,67.7,Kisumu,Self-employed,Secondary,0,0,0
23,119773.0,14048,24,3,843.0,4.0,2,61.1,Kakamega,Self-employed,Secondary,0,1,0
61,7074.0,2494,12,7,447.0,4.0,0,56.1,Thika,Formal,Tertiary,1,0,0
62,5000.0,3703,1,4,378.0,0.0,4,64.4,Nairobi,Unemployed,Tertiary,1,0,1
49,44554.0,8671,6,6,510.0,7.0,1,60.7,Mombasa,Formal,University,0,0,0
62,18944.0,28682,18,3,393.0,4.0,1,55.7,Nyeri,Self-employed,Primary,1,1,0
64,5000.0,14148,12,0,400.0,4.0,0,78.7,Nyeri,Informal,University,0,1,0
38,,20316,6,3,449.0,8.0,3,31.1,Thika,Formal,Secondary,1,0,0
33,27569.0,84228,1,4,457.0,,1,41.7,Kisumu,Formal,Tertiary,0,1,1
38,137837.0,29220,3,0,454.0,0.0,0,44.2,Mombasa,Self-employed,Primary,1,0,0
28,9030.0,11396,18,2,601.0,2.0,3,38.8,Thika,Informal,Tertiary,0,0,0
54,18111.0,11827,24,7,499.0,6.0,0,61.7,Nairobi,Self-employed,Tertiary,0,0,1
53,27372.0,19287,1,0,532.0,0.0,0,70.1,Kakamega,Informal,Secondary,1,0,0
52,54907.0,21894,12,5,,0.0,3,20.7,Thika,Self-employed,Secondary,0,0,0
36,27857.0,13891,12,1,473.0,4.0,3,50.5,Meru,Informal,Tertiary,1,1,0
37,33217.0,20704,3,5,523.0,8.0,3,53.6,Machakos,Formal,University,0,0,0
35,8973.0,1000,3,6,,5.0,0,54.3,Meru,Informal,Secondary,0,0,0
64,65687.0,11229,18,0,355.0,9.0,1,34.3,Mombasa,Self-employed,Secondary,0,0,0
58,19590.0,6540,24,2,311.0,,2,53.7,Eldoret,Informal,Secondary,0,0,0
31,5317.0,2766,18,3,584.0,8.0,2,41.8,Meru,Formal,University,0,0,0
32,,2097,3,7,599.0,5.0,0,,Machakos,Unemployed,Secondary,1,0,0
48,8521.0,18486,3,0,756.0,4.0,0,25.6,Meru,Self-employed,Primary,0,0,0
18,5000.0,14829,12,5,565.0,4.0,1,53.4,Thika,Formal,Tertiary,1,0,0
20,69314.0,5849,3,0,631.0,2.0,3,45.6,Machakos,Unemployed,Tertiary,0,0,0
33,21577.0,12733,6,0,530.0,5.0,0,54.8,Kakamega,Self-employed,Primary,1,0,0
40,48420.0,13554,1,0,579.0,3.0,4,66.0,Eldoret,Formal,University,0,0,0
28,12016.0,4338,3,2,716.0,9.0,3,59.1,Thika,Formal,Tertiary,0,0,0
29,54121.0,21116,18,7,337.0,,0,75.9,Nairobi,Self-employed,Tertiary,1,0,0
27,5000.0,30366,24,4,591.0,2.0,4,52.8,Nairobi,Self-employed,Secondary,0,0,1
49,15400.0,31352,24,4,763.0,8.0,1,,Mombasa,Formal,University,0,0,0
33,133683.0,18449,24,0,578.0,8.0,4,82.5,Nakuru,Formal,Secondary,0,1,0
25,55294.0,14333,6,2,715.0,5.0,0,65.5,Meru,Formal,Secondary,0,1,0
55,24068.0,1258,18,2,487.0,9.0,2,59.6,Machakos,Informal,Primary,0,1,0
29,14531.0,6788,6,6,546.0,9.0,0,68.3,Thika,Formal,Tertiary,0,0,0
41,71987.0,1958,3,0,553.0,8.0,2,66.2,Nairobi,Formal,Tertiary,0,0,0
45,27549.0,66386,1,5,328.0,3.0,1,80.0,Eldoret,Self-employed,Tertiary,1,0,0
25,49720.0,2902,24,5,433.0,4.0,1,75.9,Nakuru,Self-employed,Secondary,1,0,0
45,49100.0,3292,18,1,440.0,9.0,3,76.1,Eldoret,Informal,Tertiary,0,0,0
53,5000.0,44068,24,7,632.0,5.0,3,60.9,Meru,Informal,Tertiary,0,1,1
43,5000.0,57622,6,0,637.0,8.0,2,66.8,Kisumu,Informal,Secondary,1,0,1
25,37720.0,29034,12,1,582.0,4.0,2,66.5,Nakuru,Informal,University,1,0,0
45,6169.0,1000,3,5,632.0,7.0,1,35.9,Nyeri,Unemployed,Secondary,1,0,0
45,10326.0,1000,1,5,533.0,0.0,4,81.4,Kisumu,Self-employed,Tertiary,1,0,0
54,102572.0,9499,3,0,670.0,4.0,2,26.6,Kisumu,Formal,Primary,0,0,0
58,28748.0,3095,12,1,550.0,9.0,2,74.2,Meru,Informal,Tertiary,1,0,0
53,48622.0,1000,1,1,555.0,0.0,4,65.3,Eldoret,Informal,University,1,0,0
44,28574.0,12474,12,0,,,3,54.3,Kakamega,Informal,University,0,1,0
34,28143.0,57315,3,7,618.0,5.0,3,67.8,Nairobi,Informal,Secondary,0,0,0
26,5000.0,7825,6,6,507.0,6.0,2,68.4,Machakos,Self-employed,Secondary,0,1,0
50,14737.0,21643,3,1,647.0,4.0,3,33.8,Machakos,Self-employed,Primary,1,0,0
37,11616.0,21124,3,6,436.0,0.0,3,88.3,Thika,Informal,University,0,0,0
30,17342.0,5782,3,3,440.0,5.0,3,61.4,Thika,Self-employed,Tertiary,0,0,0
45,56041.0,21020,18,7,618.0,9.0,1,100.0,Kisumu,Self-employed,Secondary,0,1,0
46,16278.0,4773,12,5,541.0,4.0,0,75.8,Kisumu,Self-employed,Primary,0,0,0
30,21032.0,2602,12,4,,5.0,2,61.0,Kakamega,Unemployed,University,0,0,0
63,17726.0,24171,24,7,639.0,9.0,2,46.2,Meru,Formal,Tertiary,1,0,1
52,5000.0,2408,12,6,489.0,6.0,1,57.8,Nairobi,Formal,Secondary,0,0,0
23,20360.0,115586,24,6,529.0,6.0,0,63.0,Machakos,Self-employed,Secondary,1,0,0
35,7618.0,4053,18,6,689.0,1.0,0,89.3,Kakamega,Self-employed,Secondary,1,1,0
22,7233.0,18035,6,2,703.0,,1,84.5,Machakos,Unemployed,Tertiary,1,0,0
64,5000.0,10599,24,7,707.0,5.0,4,69.0,Nyeri,Formal,University,1,0,0
42,15438.0,2702,3,1,521.0,2.0,4,95.4,Thika,Informal,University,0,1,0
19,49583.0,1000,6,1,673.0,1.0,0,19.7,Nyeri,Formal,Secondary,0,1,0
27,11325.0,19496,18,2,455.0,3.0,4,69.3,Nairobi,Informal,University,0,0,1
47,13106.0,32876,12,1,459.0,4.0,4,85.1,Nairobi,Formal,Secondary,1,0,0
62,36018.0,36905,24,2,314.0,9.0,4,70.9,Meru,Formal,Secondary,0,0,0
22,7628.0,13183,3,6,717.0,8.0,0,33.3,Nakuru,Formal,University,0,1,0
50,79541.0,30052,1,0,463.0,2.0,4,87.8,Kisumu,Informal,Secondary,1,1,0
18,25702.0,22346,1,7,537.0,2.0,2,,Thika,Informal,Secondary,1,1,0
35,20772.0,25765,6,3,458.0,5.0,0,66.9,Kakamega,Formal,University,1,0,0
49,28561.0,13569,12,6,,4.0,1,61.8,Meru,Formal,Primary,1,0,0
64,6354.0,20070,1,3,512.0,5.0,4,99.9,Kakamega,Formal,Tertiary,0,0,0
28,33269.0,32749,6,5,419.0,6.0,3,68.9,Nakuru,Unemployed,University,0,0,0
38,15790.0,10146,18,6,594.0,2.0,0,55.2,Meru,Formal,Tertiary,0,1,0
43,79619.0,32795,6,4,406.0,4.0,1,43.8,Eldoret,Formal,Primary,1,0,0
42,6473.0,17930,6,1,466.0,7.0,2,75.2,Machakos,Self-employed,Secondary,0,0,0
39,24757.0,3628,6,4,339.0,3.0,1,79.7,Kisumu,Informal,Primary,0,1,0
44,31905.0,1000,3,0,407.0,9.0,4,61.1,Kisumu,Self-employed,Secondary,1,0,0
30,5000.0,9011,6,3,567.0,1.0,3,48.8,Kisumu,Informal,Tertiary,0,0,0
50,15822.0,15823,24,7,353.0,3.0,4,86.6,Nyeri,Unemployed,Secondary,1,1,0
51,46169.0,36629,6,6,401.0,,1,42.3,Thika,Formal,Secondary,1,1,0
58,60091.0,2727,3,7,549.0,2.0,0,99.4,Meru,Unemployed,Tertiary,1,1,0
52,13147.0,32209,3,0,495.0,3.0,3,45.3,Meru,Self-employed,Tertiary,0,0,0
18,56085.0,39756,18,0,749.0,,3,34.4,Nyeri,Informal,University,0,0,0
38,120204.0,3266,12,1,733.0,9.0,1,37.0,Nairobi,Self-employed,Secondary,1,0,0
23,68041.0,38156,1,0,463.0,8.0,4,37.8,Thika,Informal,University,1,0,0
45,5000.0,95244,1,6,605.0,9.0,1,55.3,Nakuru,Formal,Tertiary,0,0,1
34,,25953,6,6,624.0,5.0,3,50.6,Nakuru,Formal,Secondary,0,1,0
22,13481.0,30720,18,7,490.0,8.0,1,80.5,Kisumu,Unemployed,Secondary,0,0,0
48,156034.0,103754,6,7,400.0,3.0,3,77.6,Meru,Informal,Secondary,1,0,0
22,23249.0,18601,1,3,548.0,8.0,4,55.5,Mombasa,Informal,Tertiary,0,1,0
55,5000.0,7360,3,6,532.0,8.0,0,100.0,Nairobi,Self-employed,Secondary,0,1,0
20,45208.0,36345,12,4,506.0,5.0,0,55.3,Kakamega,Informal,University,1,0,0
40,13653.0,19063,18,3,594.0,4.0,1,57.9,Kisumu,Formal,Tertiary,0,1,0
54,204243.0,17407,3,1,474.0,2.0,3,34.5,Nakuru,Self-employed,University,1,1,0
54,136542.0,5850,12,3,434.0,4.0,0,58.4,Nakuru,Self-employed,Primary,0,1,0
27,37362.0,28239,18,2,560.0,2.0,3,65.9,Thika,Formal,Secondary,0,1,0
27,5000.0,1703,18,7,,4.0,4,36.3,Nairobi,Unemployed,Primary,0,1,0
36,40638.0,51616,1,4,432.0,4.0,1,50.0,Nairobi,Formal,Secondary,0,0,0
34,5000.0,7885,3,7,642.0,1.0,3,66.5,Mombasa,Informal,University,0,0,0
38,5000.0,2734,18,2,372.0,8.0,1,49.5,Nakuru,Formal,Primary,0,0,0
31,60597.0,11681,24,2,492.0,6.0,3,45.3,Machakos,Informal,Secondary,0,0,0
26,8239.0,1000,18,5,524.0,5.0,3,75.6,Thika,Informal,Primary,1,0,0
63,16676.0,23079,12,6,486.0,4.0,4,34.4,Meru,Informal,Secondary,0,0,0
18,,46600,1,1,493.0,,1,38.2,Machakos,Self-employed,University,1,0,0
62,14375.0,36312,6,0,737.0,7.0,2,63.5,Eldoret,Formal,Tertiary,0,1,0
30,12308.0,2724,1,2,464.0,,3,76.9,Thika,Self-employed,Tertiary,0,1,0
21,87625.0,2699,6,3,794.0,,3,66.1,Kakamega,Informal,Secondary,0,0,0
18,5000.0,33579,3,0,593.0,0.0,0,,Meru,Unemployed,University,0,0,1
57,49888.0,51607,3,3,559.0,9.0,1,53.9,Nairobi,Informal,Tertiary,0,1,0
49,154991.0,12348,18,7,597.0,0.0,2,80.2,Meru,Formal,Secondary,0,1,0
51,81047.0,13821,24,3,802.0,2.0,4,77.2,Thika,Formal,Secondary,0,1,0
45,36910.0,7662,3,0,450.0,4.0,2,61.0,Nakuru,Self-employed,University,1,1,0
48,13193.0,44936,18,0,,5.0,4,54.4,Eldoret,Self-employed,Tertiary,0,1,0
25,10271.0,20707,1,6,474.0,3.0,2,60.7,Nairobi,Formal,Tertiary,0,0,0
56,59873.0,6800,3,3,553.0,6.0,2,45.5,Machakos,Informal,Secondary,0,0,0
43,74157.0,7098,1,1,377.0,6.0,1,57.0,Nyeri,Informal,Secondary,1,1,0
51,26087.0,44364,1,6,552.0,1.0,0,50.2,Eldoret,Unemployed,Tertiary,0,0,1
20,9805.0,1000,24,4,719.0,1.0,2,58.0,Mombasa,Unemployed,Tertiary,1,1,0
29,5000.0,7793,3,5,565.0,1.0,3,50.9,Nyeri,Unemployed,Tertiary,0,0,1
18,5000.0,16164,1,4,520.0,1.0,3,70.5,Kakamega,Self-employed,Tertiary,1,1,0
61,44438.0,3208,24,1,488.0,8.0,3,76.4,Machakos,Unemployed,Secondary,0,0,0
22,19072.0,1932,24,6,639.0,4.0,0,52.4,Kakamega,Formal,Tertiary,1,0,0
47,82518.0,33777,3,5,467.0,7.0,2,43.8,Meru,Self-employed,University,0,0,0
47,47103.0,44962,24,6,734.0,4.0,4,74.2,Nakuru,Self-employed,University,0,1,0
34,7429.0,34700,3,0,743.0,4.0,4,63.7,Meru,Unemployed,Secondary,0,0,0
64,33296.0,45810,3,5,575.0,0.0,1,52.7,Nakuru,Informal,Secondary,0,1,0
40,20013.0,16108,6,7,548.0,5.0,0,87.5,Kisumu,Formal,University,1,1,0
32,30134.0,33453,1,3,653.0,3.0,2,48.7,Kisumu,Informal,Tertiary,0,1,0
54,46888.0,9691,12,4,659.0,2.0,3,20.1,Kakamega,Self-employed,Tertiary,0,1,0
38,57431.0,21948,3,5,469.0,5.0,0,45.8,Mombasa,Formal,University,0,0,0
31,64967.0,89900,1,3,497.0,1.0,0,92.4,Kakamega,Informal,Tertiary,0,0,0
19,10254.0,5116,24,6,417.0,7.0,2,53.6,Kisumu,Informal,Tertiary,0,0,0
28,5000.0,9882,18,1,590.0,0.0,1,49.7,Nyeri,Informal,Primary,0,1,0
56,47052.0,13080,3,5,616.0,8.0,1,60.5,Nyeri,Informal,Primary,0,1,0
55,5000.0,2970,24,3,415.0,,1,80.2,Mombasa,Formal,Primary,0,0,0
51,13237.0,1690,24,6,504.0,0.0,3,58.3,Mombasa,Unemployed,University,0,0,0
55,5000.0,35406,24,6,415.0,9.0,3,71.8,Mombasa,Self-employed,Secondary,0,0,1
51,40063.0,75267,24,6,460.0,8.0,2,56.2,Kakamega,Formal,Secondary,0,0,0
35,6400.0,10374,24,1,605.0,1.0,1,,Machakos,Self-employed,University,0,0,1
47,37276.0,1834,3,0,476.0,2.0,2,63.6,Thika,Self-employed,Tertiary,0,0,0
32,167882.0,1361,12,1,519.0,1.0,1,52.0,Nairobi,Formal,Tertiary,1,0,0
44,5000.0,44386,6,1,387.0,7.0,0,65.2,Mombasa,Informal,Secondary,1,0,0
51,5000.0,12465,24,7,568.0,1.0,4,49.1,Nairobi,Informal,University,1,0,0
55,14563.0,7714,24,4,545.0,9.0,4,,Machakos,Informal,Secondary,0,0,0
50,70448.0,12942,6,6,477.0,1.0,1,59.6,Thika,Self-employed,Primary,1,0,0
41,8496.0,7663,3,3,531.0,,2,34.2,Mombasa,Informal,Secondary,0,0,0
32,,13429,1,5,568.0,6.0,3,71.9,Mombasa,Formal,Secondary,0,0,1
47,5000.0,39258,18,4,468.0,1.0,1,,Mombasa,Unemployed,Secondary,0,0,1
59,50412.0,17944,18,6,402.0,9.0,1,88.5,Nyeri,Formal,Tertiary,1,0,0
34,18366.0,23726,1,2,730.0,4.0,3,53.4,Machakos,Self-employed,Secondary,1,0,0
22,49839.0,9072,3,1,486.0,4.0,1,59.6,Nairobi,Formal,Tertiary,0,1,0
46,81876.0,26826,18,2,540.0,2.0,0,30.6,Nakuru,Formal,Primary,0,0,0
21,9273.0,21969,6,6,651.0,2.0,3,37.9,Nakuru,Informal,Primary,1,0,0
27,57649.0,2546,1,4,850.0,2.0,0,26.4,Machakos,Formal,Tertiary,1,0,0
34,5000.0,17002,12,3,425.0,5.0,4,81.5,Mombasa,Informal,University,1,0,0
27,80189.0,5934,3,4,594.0,3.0,3,50.8,Nakuru,Formal,University,0,1,0
34,36820.0,32602,1,7,479.0,2.0,3,86.5,Nairobi,Informal,University,0,0,0
37,72564.0,11100,18,3,496.0,1.0,2,6.4,Nakuru,Self-employed,Tertiary,0,0,0
41,5000.0,104741,3,3,477.0,2.0,2,91.0,Nairobi,Formal,Tertiary,1,0,1
22,6482.0,1941,6,6,437.0,,3,58.6,Mombasa,Self-employed,Tertiary,1,0,0
51,,30314,3,0,545.0,5.0,4,66.8,Mombasa,Formal,Tertiary,0,0,0
23,16703.0,22398,3,6,402.0,3.0,1,38.7,Kakamega,Formal,Primary,0,0,1
19,8999.0,29177,6,1,,7.0,2,70.5,Kisumu,Self-employed,Tertiary,1,0,0
30,16822.0,7349,24,4,555.0,2.0,4,52.5,Nyeri,Informal,Secondary,1,0,0
60,5000.0,13547,6,3,592.0,2.0,4,36.1,Thika,Informal,Secondary,1,0,0
60,18631.0,31842,3,6,503.0,2.0,2,35.8,Thika,Formal,Tertiary,0,1,0
28,,5293,6,6,513.0,7.0,1,35.5,Meru,Self-employed,Primary,1,0,1
64,22824.0,5124,24,4,578.0,3.0,2,67.6,Nyeri,Informal,Secondary,1,0,0
40,5000.0,16016,1,4,,0.0,4,47.3,Mombasa,Formal,Primary,0,0,0
33,19152.0,14828,6,7,514.0,1.0,0,27.2,Thika,Informal,University,1,0,0
48,5000.0,6633,6,3,464.0,9.0,2,67.4,Nairobi,Self-employed,Primary,0,1,0
28,118600.0,7078,3,5,460.0,1.0,4,16.5,Meru,Informal,Secondary,1,0,0
33,5000.0,6510,1,7,339.0,2.0,2,86.6,Nakuru,Formal,University,1,0,0
25,43047.0,29525,12,2,683.0,5.0,4,99.7,Nakuru,Informal,Secondary,0,0,0
21,126128.0,21105,12,1,481.0,7.0,1,33.8,Meru,Formal,Primary,0,0,0
57,61212.0,35725,18,1,666.0,0.0,4,81.0,Kisumu,Informal,Secondary,0,0,0
21,42059.0,74159,6,5,656.0,8.0,3,67.0,Eldoret,Self-employed,Primary,1,1,0
42,64022.0,12855,6,0,421.0,0.0,0,50.0,Nairobi,Informal,Secondary,1,1,0
20,140219.0,1380,1,7,441.0,9.0,4,50.9,Thika,Informal,Primary,0,0,0
49,33989.0,1000,24,5,806.0,1.0,2,73.1,Kisumu,Unemployed,Secondary,1,1,0
20,28669.0,7010,12,0,725.0,2.0,2,59.2,Nairobi,Informal,University,0,0,0
44,34632.0,53925,18,0,546.0,6.0,4,8.1,Kakamega,Informal,Tertiary,0,1,0
46,26625.0,14813,1,5,575.0,,3,100.0,Thika,Formal,Tertiary,0,1,0
49,35283.0,6343,6,1,486.0,2.0,4,68.7,Kakamega,Informal,Secondary,1,0,0
36,20914.0,10188,12,2,593.0,7.0,1,59.0,Mombasa,Informal,Secondary,0,0,0
38,,18255,18,1,478.0,8.0,3,45.6,Nyeri,Informal,University,1,1,0
22,5000.0,21165,3,6,346.0,9.0,4,56.2,Mombasa,Unemployed,Primary,0,0,0
35,5000.0,3342,12,1,417.0,6.0,0,85.4,Nakuru,Self-employed,University,1,0,0
45,10695.0,75472,18,1,552.0,3.0,3,65.2,Kisumu,Self-employed,Secondary,0,0,1
59,,15739,1,7,436.0,3.0,4,67.5,Meru,Informal,University,1,1,0
39,29309.0,2916,3,5,543.0,3.0,0,35.0,Mombasa,Informal,Secondary,0,1,0
38,11684.0,44817,18,5,442.0,5.0,4,53.0,Kisumu,Formal,Secondary,1,0,0
23,60911.0,1551,18,6,471.0,3.0,1,61.0,Machakos,Formal,Tertiary,1,1,0
18,5000.0,47661,6,6,635.0,4.0,2,,Nakuru,Self-employed,Tertiary,1,0,1
22,8982.0,113478,24,7,574.0,8.0,4,51.7,Thika,Informal,Secondary,1,1,1
58,45858.0,24108,12,5,549.0,6.0,3,78.6,Kisumu,Self-employed,University,1,0,0
29,31966.0,29432,6,1,637.0,7.0,4,37.1,Nairobi,Formal,Primary,0,0,0
43,5000.0,8228,3,2,598.0,4.0,4,61.4,Thika,Informal,Primary,1,0,1
63,73413.0,56800,24,0,694.0,4.0,4,58.0,Nakuru,Informal,Tertiary,1,0,0
51,73419.0,15088,18,4,504.0,6.0,4,29.7,Mombasa,Informal,Tertiary,0,0,0
31,14038.0,26364,6,0,507.0,7.0,3,59.0,Machakos,Self-employed,University,1,1,0
43,14564.0,51568,24,6,419.0,8.0,3,48.3,Kakamega,Unemployed,Secondary,1,0,0
62,157935.0,73922,12,6,507.0,1.0,4,88.3,Eldoret,Formal,Primary,1,1,0
44,34438.0,35819,3,0,646.0,2.0,2,51.8,Thika,Formal,Tertiary,1,0,0
26,26523.0,7219,1,4,679.0,1.0,4,67.0,Thika,Formal,Secondary,0,0,0
43,,67952,6,1,646.0,9.0,3,35.4,Meru,Self-employed,Secondary,0,0,0
64,11755.0,19783,3,2,370.0,6.0,1,64.7,Mombasa,Informal,Secondary,0,1,0
39,19624.0,53369,1,2,658.0,1.0,4,,Thika,Self-employed,Primary,0,0,0
64,10908.0,22546,6,0,366.0,1.0,4,44.5,Meru,Informal,Secondary,1,1,0
